entry	alignmentStart	alignmentEnd	envelopeStart	envelopeEnd	hmmAacc	hmmName	type	hmmStart	hmmEend	hmmLength	bitScore	eValue	clan	entryName	geneSymbol	length
Q7Z4Q2	53	106	52	106	PF13513	HEAT_EZ	Repeat	2	55	55	34.8	7.3e-05	CL0020	HEAT3_HUMAN	HEATR3	680
Q7Z4R8	8	191	7	191	PF17065	UPF0669	Family	2	185	185	334.3	7.9e-97	No_clan	CF120_HUMAN	C6orf120	191
Q7Z4S9	65	149	65	149	PF00017	SH2	Domain	1	77	77	35.7	3e-05	CL0541	SH2D6_HUMAN	SH2D6	175
Q7Z4T8	137	322	137	323	PF00535	Glycos_transf_2	Family	1	169	170	104.5	2.3e-26	CL0110	GLTL5_HUMAN	GALNTL5	443
Q7Z4T9	191	336	191	343	PF14738	PaaSYMP	Family	1	146	153	201.4	3.2e-56	No_clan	MAAT1_HUMAN	MAATS1	603
Q7Z4W2	20	145	20	145	PF00062	Lys	Domain	1	124	124	145.3	4.4e-39	CL0037	LYZL2_HUMAN	LYZL2	148
Q7Z4W3	1	57	1	57	PF11759	KRTAP	Family	1	57	66	58.2	3.8e-12	No_clan	KR193_HUMAN	KRTAP19-3	81
Q7Z4W3	45	75	45	75	PF11759	KRTAP	Family	36	66	66	24.2	0.15	No_clan	KR193_HUMAN	KRTAP19-3	81
Q7Z4Y8	11	100	10	100	PF04718	ATP-synt_G	Family	2	98	100	72	2.5e-16	No_clan	AT5L2_HUMAN	ATP5L2	100
Q7Z554	34	168	34	169	PF00992	Troponin	Family	1	133	134	112.3	8.9e-29	No_clan	Q7Z554_HUMAN	HNTN1	226
Q7Z554	159	218	158	224	PF00992	Troponin	Family	41	101	134	32.2	5e-04	No_clan	Q7Z554_HUMAN	HNTN1	226
Q7Z570	57	84	56	84	PF12171	zf-C2H2_jaz	Family	2	27	27	26.1	0.033	CL0361	Z804A_HUMAN	ZNF804A	1209
Q7Z591	598	696	598	696	PF12443	AKNA	Family	1	99	99	143.8	9.1e-39	No_clan	AKNA_HUMAN	AKNA	1439
Q7Z5A8	43	131	43	131	PF12020	TAFA	Family	1	89	89	163.1	7.1e-45	No_clan	F19A3_HUMAN	FAM19A3	133
Q7Z5A9	42	129	41	129	PF12020	TAFA	Family	2	89	89	158	2.7e-43	No_clan	F19A1_HUMAN	FAM19A1	133
Q7Z5D8	110	157	103	159	PF00046	Homeobox	Domain	8	55	57	22.3	0.38	CL0123	NANGN_HUMAN	NANOGNB	188
Q7Z5G4	12	124	11	124	PF10256	Erf4	Domain	2	116	116	117.1	1.8e-30	No_clan	GOGA7_HUMAN	GOLGA7	137
Q7Z5H4	74	179	70	192	PF03402	V1R	Family	5	110	265	73.3	1.1e-16	CL0192	VN1R5_HUMAN	VN1R5	357
Q7Z5H4	258	331	251	333	PF03402	V1R	Family	190	263	265	31.1	0.00079	CL0192	VN1R5_HUMAN	VN1R5	357
Q7Z5H5	37	289	33	297	PF03402	V1R	Family	6	256	265	122.1	1.4e-31	CL0192	VN1R4_HUMAN	VN1R4	301
Q7Z5K2	638	998	638	998	PF07814	WAPL	Family	1	353	353	384.1	2.5e-111	No_clan	WAPL_HUMAN	WAPL	1190
Q7Z5L0	36	200	36	200	PF03762	VOMI	Family	1	169	169	198.4	4.3e-55	No_clan	VMO1_HUMAN	VMO1	202
Q7Z5L3	76	120	72	135	PF01391	Collagen	Repeat	4	48	60	29.8	0.0016	No_clan	C1QL2_HUMAN	C1QL2	287
Q7Z5L3	160	284	160	284	PF00386	C1q	Domain	1	127	127	127	2.1e-33	CL0100	C1QL2_HUMAN	C1QL2	287
Q7Z5L4	25	64	25	66	PF15212	SPATA19	Family	1	40	130	62.7	1.7e-13	No_clan	SPT19_HUMAN	SPATA19	167
Q7Z5L4	64	167	62	167	PF15212	SPATA19	Family	27	130	130	196.5	7.5e-55	No_clan	SPT19_HUMAN	SPATA19	167
Q7Z5L7	121	227	109	231	PF13306	LRR_5	Family	12	112	128	14.4	120	CL0022	PODN_HUMAN	PODN	613
Q7Z5L7	238	300	238	300	PF13855	LRR_8	Repeat	1	61	61	59.8	7e-13	CL0022	PODN_HUMAN	PODN	613
Q7Z5L7	380	442	380	442	PF13855	LRR_8	Repeat	1	61	61	45.1	2.8e-08	CL0022	PODN_HUMAN	PODN	613
Q7Z5L7	451	513	451	513	PF13855	LRR_8	Repeat	1	61	61	39.9	1.1e-06	CL0022	PODN_HUMAN	PODN	613
Q7Z5L7	523	582	522	583	PF13855	LRR_8	Repeat	2	59	61	37.4	7.2e-06	CL0022	PODN_HUMAN	PODN	613
Q7Z5L9	12	63	12	63	PF11261	IRF-2BP1_2	Domain	1	52	52	117.8	4.6e-31	No_clan	I2BP2_HUMAN	IRF2BP2	587
Q7Z5M8	142	323	141	341	PF12695	Abhydrolase_5	Domain	2	134	145	78	3e-18	CL0028	AB12B_HUMAN	ABHD12B	362
Q7Z5P4	38	228	37	233	PF00106	adh_short	Domain	2	189	195	163.1	2.4e-44	CL0063	DHB13_HUMAN	HSD17B13	300
Q7Z5P9	62	128	61	132	PF08742	C8	Domain	3	69	71	24.1	0.16	No_clan	MUC19_HUMAN	MUC19	6254
Q7Z5P9	137	192	137	192	PF01826	TIL	Domain	1	55	55	33.7	0.00014	No_clan	MUC19_HUMAN	MUC19	6254
Q7Z5P9	233	384	233	385	PF00094	VWD	Family	1	157	158	94.3	4e-23	No_clan	MUC19_HUMAN	MUC19	6254
Q7Z5P9	419	486	419	489	PF08742	C8	Domain	1	67	71	58	4.2e-12	No_clan	MUC19_HUMAN	MUC19	6254
Q7Z5P9	692	841	692	844	PF00094	VWD	Family	1	155	158	98.4	2.1e-24	No_clan	MUC19_HUMAN	MUC19	6254
Q7Z5P9	884	952	882	952	PF08742	C8	Domain	3	71	71	55.4	2.7e-11	No_clan	MUC19_HUMAN	MUC19	6254
Q7Z5R6	177	262	176	263	PF00788	RA	Domain	2	92	93	53	1.8e-10	CL0072	AB1IP_HUMAN	APBB1IP	666
Q7Z5R6	312	417	311	419	PF00169	PH	Domain	2	104	106	45.4	4.1e-08	CL0266	AB1IP_HUMAN	APBB1IP	666
Q7Z5W3	158	263	158	264	PF06859	Bin3	Family	1	106	107	68.5	3e-15	CL0063	BN3D2_HUMAN	BCDIN3D	292
Q7Z5Y6	33	251	29	251	PF00688	TGFb_propeptide	Family	10	240	240	215.1	5.5e-60	No_clan	BMP8A_HUMAN	BMP8A	402
Q7Z5Y6	300	401	299	401	PF00019	TGF_beta	Domain	2	104	104	123.7	2.4e-32	CL0079	BMP8A_HUMAN	BMP8A	402
Q7Z5Y7	152	379	151	380	PF16017	BTB_3	Family	2	229	230	424.3	4.3e-124	CL0033	KCD20_HUMAN	KCTD20	419
Q7Z601	180	410	175	414	PF00001	7tm_1	Family	8	264	268	54	6.2e-11	CL0192	GP142_HUMAN	GPR142	462
Q7Z602	36	259	34	279	PF00001	7tm_1	Family	4	244	268	34.2	6.6e-05	CL0192	GP141_HUMAN	GPR141	305
Q7Z614	87	185	75	187	PF00787	PX	Domain	15	111	113	56.5	1.1e-11	No_clan	SNX20_HUMAN	SNX20	316
Q7Z624	125	276	110	278	PF10294	Methyltransf_16	Family	19	172	174	63.1	1.2e-13	CL0063	CMKMT_HUMAN	CAMKMT	323
Q7Z674	1	114	1	115	PF07763	FEZ	Family	125	239	240	146.2	6e-39	No_clan	Q7Z674_HUMAN	DKFZp779C2259	182
Q7Z692	46	140	36	141	PF07686	V-set	Domain	11	108	109	30.7	0.0012	CL0011	CEA19_HUMAN	CEACAM19	300
Q7Z6A9	43	122	41	130	PF00047	ig	Domain	3	79	87	24.9	0.075	CL0011	BTLA_HUMAN	BTLA	289
Q7Z6I6	34	182	34	186	PF00620	RhoGAP	Domain	1	148	152	149	4e-40	CL0409	RHG30_HUMAN	ARHGAP30	1101
Q7Z6J4	106	288	106	289	PF00621	RhoGEF	Domain	1	179	180	161.7	8e-44	No_clan	FGD2_HUMAN	FGD2	655
Q7Z6J4	322	417	320	418	PF00169	PH	Domain	3	105	106	38	8e-06	CL0266	FGD2_HUMAN	FGD2	655
Q7Z6J4	454	515	453	518	PF01363	FYVE	Domain	2	65	69	65.7	1.4e-14	CL0390	FGD2_HUMAN	FGD2	655
Q7Z6J4	561	640	529	641	PF00169	PH	Domain	18	105	106	26.3	0.037	CL0266	FGD2_HUMAN	FGD2	655
Q7Z6K4	19	107	18	112	PF12796	Ank_2	Repeat	2	80	86	53.8	1.2e-10	CL0465	NRARP_HUMAN	NRARP	114
Q7Z6L0	262	330	257	331	PF04505	CD225	Family	7	75	76	84.7	1.4e-20	No_clan	PRRT2_HUMAN	PRRT2	340
Q7Z6L1	70	165	56	165	PF06398	Pex24p	Family	259	366	366	27.4	0.007	CL0484	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	210	236	210	239	PF06462	Hyd_WA	Family	1	27	30	36.2	1.9e-05	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	256	282	255	284	PF06462	Hyd_WA	Family	2	28	30	30.6	0.0011	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	302	331	302	331	PF06462	Hyd_WA	Family	1	30	30	44.2	5.9e-08	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	345	374	345	375	PF06462	Hyd_WA	Family	1	29	30	28.3	0.0055	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	816	916	804	916	PF06398	Pex24p	Family	253	366	366	43.1	1.2e-07	CL0484	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	955	983	954	983	PF06462	Hyd_WA	Family	2	30	30	34.3	7.3e-05	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	999	1028	999	1028	PF06462	Hyd_WA	Family	1	30	30	27.8	0.0083	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	1045	1074	1045	1074	PF06462	Hyd_WA	Family	1	30	30	39.7	1.6e-06	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6L1	1088	1126	1088	1126	PF06462	Hyd_WA	Family	1	30	30	40.2	1e-06	No_clan	TCPR1_HUMAN	TECPR1	1165
Q7Z6M2	69	111	68	114	PF12937	F-box-like	Domain	2	44	47	36.4	1.6e-05	CL0271	FBX33_HUMAN	FBXO33	555
Q7Z6M3	45	105	34	107	PF13927	Ig_3	Domain	11	67	69	20.2	3.1	CL0011	MILR1_HUMAN	MILR1	343
Q7Z6M3	128	200	127	200	PF13927	Ig_3	Domain	2	69	69	20.2	3.2	CL0011	MILR1_HUMAN	MILR1	343
Q7Z6P3	539	697	538	699	PF00071	Ras	Domain	2	160	162	161.7	4.7e-44	CL0023	RAB44_HUMAN	RAB44	723
Q9BYV9	27	132	27	133	PF00651	BTB	Domain	1	109	110	95.1	1.2e-23	CL0033	BACH2_HUMAN	BACH2	841
Q9BYV9	618	696	617	709	PF03131	bZIP_Maf	Family	2	78	92	48.3	4.8e-09	CL0018	BACH2_HUMAN	BACH2	841
Q7Z6R9	209	408	209	409	PF03299	TF_AP-2	Family	1	201	202	295.2	1.2e-84	No_clan	AP2D_HUMAN	TFAP2D	452
Q9BTY2	29	365	25	365	PF01120	Alpha_L_fucos	Domain	9	332	332	409.3	6.6e-119	CL0058	FUCO2_HUMAN	FUCA2	467
Q9BTY2	376	464	376	464	PF16757	Fucosidase_C	Domain	1	84	84	65.3	2.4e-14	No_clan	FUCO2_HUMAN	FUCA2	467
Q7Z6V5	21	125	19	126	PF00383	dCMP_cyt_deam_1	Family	3	100	101	76.8	4.1e-18	CL0109	ADAT2_HUMAN	ADAT2	191
Q7Z6W1	9	179	9	179	PF15844	TMCCDC2	Family	1	171	171	316.5	1.8e-91	No_clan	TMCO2_HUMAN	TMCO2	182
Q7Z6W7	3	66	3	66	PF00226	DnaJ	Domain	1	64	64	92.7	5.3e-23	CL0392	DNJB7_HUMAN	DNAJB7	309
Q7Z713	51	104	48	104	PF13857	Ank_5	Domain	2	56	56	40.7	9.1e-07	CL0465	ANR37_HUMAN	ANKRD37	158
Q7Z736	286	397	285	398	PF00784	MyTH4	Family	3	107	108	68.7	2.3e-15	No_clan	PKHH3_HUMAN	PLEKHH3	793
Q7Z736	413	460	406	493	PF00788	RA	Domain	16	65	93	22.9	0.45	CL0072	PKHH3_HUMAN	PLEKHH3	793
Q7Z736	510	664	502	664	PF00373	FERM_M	Domain	9	112	112	33.4	2e-04	No_clan	PKHH3_HUMAN	PLEKHH3	793
Q7Z769	22	294	13	295	PF03151	TPT	Family	11	289	290	71.8	2.6e-16	CL0184	S35E3_HUMAN	SLC35E3	313
Q7Z7A3	54	237	53	250	PF01171	ATP_bind_3	Family	2	168	182	61.8	3.1e-13	CL0039	CTU1_HUMAN	CTU1	348
Q7Z7A3	285	316	285	316	PF16503	zn-ribbon_14	Family	1	32	32	47.9	2.8e-09	No_clan	CTU1_HUMAN	CTU1	348
Q9ULV0	72	749	71	749	PF00063	Myosin_head	Domain	2	677	677	925.8	6e-275	CL0023	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	767	785	765	785	PF00612	IQ	Motif	3	21	21	13.3	250	CL0557	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	790	805	788	808	PF00612	IQ	Motif	3	18	21	17.4	12	CL0557	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	814	833	813	833	PF00612	IQ	Motif	2	21	21	14.5	100	CL0557	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	836	856	836	856	PF00612	IQ	Motif	1	21	21	13.8	160	CL0557	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	863	881	861	881	PF00612	IQ	Motif	3	21	21	23.5	0.13	CL0557	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	884	904	884	904	PF00612	IQ	Motif	1	21	21	20.4	1.3	CL0557	MYO5B_HUMAN	MYO5B	1848
Q9ULV0	1680	1781	1680	1783	PF01843	DIL	Family	1	102	104	106.9	2.5e-27	No_clan	MYO5B_HUMAN	MYO5B	1848
Q7Z7B0	73	255	70	256	PF09727	CortBP2	Family	3	190	191	206.5	1.5e-57	No_clan	FLIP1_HUMAN	FILIP1	1213
Q7Z7B1	301	463	301	463	PF06423	GWT1	Family	1	137	137	119.3	6.3e-31	No_clan	PIGW_HUMAN	PIGW	504
Q7Z7B7	26	56	26	56	PF13841	Defensin_beta_2	Family	1	30	30	23.7	0.22	CL0075	DB132_HUMAN	DEFB132	95
Q7Z7B8	23	53	23	53	PF13841	Defensin_beta_2	Family	1	30	30	33.9	0.00015	CL0075	DB128_HUMAN	DEFB128	93
Q7Z7E8	317	406	255	410	PF00179	UQ_con	Domain	49	136	140	38.2	4.6e-06	CL0208	UB2Q1_HUMAN	UBE2Q1	422
Q7Z7F4	81	475	80	475	PF00916	Sulfate_transp	Family	2	381	381	357.2	3.9e-103	CL0062	Q7Z7F4_HUMAN	PRES	746
Q7Z7F4	526	711	526	711	PF01740	STAS	Domain	1	117	117	80.4	3.4e-19	CL0502	Q7Z7F4_HUMAN	PRES	746
Q7Z7F7	11	125	10	125	PF09776	Mitoc_L55	Family	2	116	116	183.2	4.8e-51	No_clan	RM55_HUMAN	MRPL55	128
Q7Z7G8	2	102	2	120	PF12624	Chorein_N	Family	1	101	116	92.7	7.2e-23	No_clan	VP13B_HUMAN	VPS13B	4022
Q7Z7G8	2631	2716	2628	2728	PF06650	SHR-BD	Family	118	201	271	28.3	0.0047	No_clan	VP13B_HUMAN	VPS13B	4022
Q7Z7G8	3592	3732	3568	3734	PF16909	VPS13_C	Family	36	176	178	94.9	2.1e-23	No_clan	VP13B_HUMAN	VPS13B	4022
Q7Z7H8	84	162	81	170	PF00466	Ribosomal_L10	Family	11	90	100	30.1	0.0017	No_clan	RM10_HUMAN	MRPL10	261
Q7Z7J5	132	215	131	215	PF14049	Dppa2_A	Family	2	85	85	139.9	1e-37	No_clan	DPPA2_HUMAN	DPPA2	298
Q7Z7J5	220	286	220	286	PF14047	DCR	Family	1	67	67	137	7.5e-37	No_clan	DPPA2_HUMAN	DPPA2	298
Q7Z7J7	22	200	22	200	PF10242	L_HGMIC_fpl	Family	1	181	181	230	9.9e-65	CL0375	LHPL4_HUMAN	LHFPL4	247
Q7Z7J9	1	78	1	78	PF15170	CaM-KIIN	Family	1	79	79	160.5	3.7e-44	No_clan	CK2N1_HUMAN	CAMK2N1	78
Q7Z7K2	216	238	216	238	PF00096	zf-C2H2	Domain	1	23	23	24.8	0.091	CL0361	ZN467_HUMAN	ZNF467	595
Q7Z7K2	300	322	300	323	PF13909	zf-H2C2_5	Domain	1	24	25	13.7	290	CL0361	ZN467_HUMAN	ZNF467	595
Q7Z7K2	459	483	458	484	PF13912	zf-C2H2_6	Domain	2	26	27	15.5	54	CL0361	ZN467_HUMAN	ZNF467	595
Q7Z7K2	515	537	515	539	PF13909	zf-H2C2_5	Domain	1	23	25	14.7	140	CL0361	ZN467_HUMAN	ZNF467	595
Q7Z7K2	543	565	543	565	PF00096	zf-C2H2	Domain	1	23	23	27.1	0.016	CL0361	ZN467_HUMAN	ZNF467	595
Q7Z7K6	171	244	170	257	PF04828	GFA	Family	2	80	93	36.9	1.5e-05	No_clan	CENPV_HUMAN	CENPV	275
Q7Z7L1	209	279	209	333	PF04326	AlbA_2	Domain	1	72	122	44.9	5.8e-08	CL0441	SLN11_HUMAN	SLFN11	901
Q7Z7L1	595	675	592	715	PF09848	DUF2075	Family	4	102	363	21.5	0.51	CL0023	SLN11_HUMAN	SLFN11	901
Q7Z7L8	327	431	327	431	PF15766	DUF4695	Family	1	108	108	177.1	3.9e-49	No_clan	CK096_HUMAN	C11orf96	435
Q7Z7M1	136	305	118	313	PF00354	Pentaxin	Domain	21	180	194	65.3	2.5e-14	CL0004	AGRD2_HUMAN	ADGRD2	963
Q7Z7M1	612	642	609	642	PF01825	GPS	Motif	10	34	34	31.2	0.0012	No_clan	AGRD2_HUMAN	ADGRD2	963
Q7Z7M1	658	897	655	897	PF00002	7tm_2	Family	4	241	241	131.5	1.4e-34	CL0192	AGRD2_HUMAN	ADGRD2	963
Q7Z7M8	163	349	162	352	PF01762	Galactosyl_T	Family	2	192	195	96.7	6.9e-24	CL0110	B3GN8_HUMAN	B3GNT8	397
Q7Z7M9	499	682	499	682	PF00535	Glycos_transf_2	Family	1	170	170	118.7	1e-30	CL0110	GALT5_HUMAN	GALNT5	940
Q7Z7M9	811	932	810	932	PF00652	Ricin_B_lectin	Domain	2	126	126	48.2	5.1e-09	CL0066	GALT5_HUMAN	GALNT5	940
Q86SE9	18	56	18	56	PF00097	zf-C3HC4	Domain	1	41	41	32.4	0.00027	CL0229	PCGF5_HUMAN	PCGF5	256
Q86SE9	152	216	146	223	PF16207	RAWUL	Domain	8	79	89	53.5	1.1e-10	No_clan	PCGF5_HUMAN	PCGF5	256
Q86SG2	118	207	115	207	PF12796	Ank_2	Repeat	3	86	86	48.1	7.3e-09	CL0465	ANR23_HUMAN	ANKRD23	305
Q86SG2	178	240	174	240	PF12796	Ank_2	Repeat	28	86	86	42.2	4.8e-07	CL0465	ANR23_HUMAN	ANKRD23	305
Q86SG2	210	273	207	273	PF12796	Ank_2	Repeat	27	86	86	44.1	1.3e-07	CL0465	ANR23_HUMAN	ANKRD23	305
Q86SG5	7	44	7	45	PF01023	S_100	Domain	2	42	43	34.4	6.2e-05	CL0220	S1A7A_HUMAN	S100A7A	101
Q86SH2	325	409	325	410	PF13695	zf-3CxxC	Domain	1	97	98	58.9	2.3e-12	No_clan	ZAR1_HUMAN	ZAR1	424
Q86SH4	44	94	44	94	PF15174	PRNT	Family	1	51	51	122.2	2.7e-32	No_clan	PRNT_HUMAN	PRNT	94
Q86SJ2	94	153	93	153	PF13855	LRR_8	Repeat	2	61	61	50.2	7.3e-10	CL0022	AMGO2_HUMAN	AMIGO2	522
Q86SJ2	117	175	117	177	PF13855	LRR_8	Repeat	1	59	61	53.2	8.1e-11	CL0022	AMGO2_HUMAN	AMIGO2	522
Q86SJ2	143	204	141	204	PF13855	LRR_8	Repeat	3	61	61	33.1	0.00015	CL0022	AMGO2_HUMAN	AMIGO2	522
Q86SJ2	299	367	298	371	PF00047	ig	Domain	7	76	87	27.7	0.0099	CL0011	AMGO2_HUMAN	AMIGO2	522
Q86SJ6	56	147	54	148	PF00028	Cadherin	Family	3	92	93	39.3	2.9e-06	CL0159	DSG4_HUMAN	DSG4	1040
Q86SJ6	162	260	162	260	PF00028	Cadherin	Family	1	93	93	67.2	5.9e-15	CL0159	DSG4_HUMAN	DSG4	1040
Q86SJ6	274	376	274	377	PF00028	Cadherin	Family	1	92	93	59.1	1.9e-12	CL0159	DSG4_HUMAN	DSG4	1040
Q86SJ6	406	487	391	488	PF00028	Cadherin	Family	13	92	93	29.9	0.0026	CL0159	DSG4_HUMAN	DSG4	1040
Q86SJ6	784	847	742	849	PF01049	Cadherin_C	Family	68	133	135	24.3	0.15	No_clan	DSG4_HUMAN	DSG4	1040
Q86SK9	76	279	72	290	PF00487	FA_desaturase	Domain	5	225	254	56.3	1.8e-11	No_clan	SCD5_HUMAN	SCD5	330
Q86SM8	36	168	34	198	PF10328	7TM_GPCR_Srx	Family	5	141	275	25.9	0.024	CL0192	MRGRE_HUMAN	MRGPRE	312
Q86SQ3	54	87	54	94	PF07645	EGF_CA	Domain	1	34	42	34	0.00011	CL0001	AGRE4_HUMAN	ADGRE4P	457
Q86SQ3	140	179	139	179	PF01825	GPS	Motif	2	34	34	51.2	6.4e-10	No_clan	AGRE4_HUMAN	ADGRE4P	457
Q86SQ3	189	430	187	431	PF00002	7tm_2	Family	3	240	241	185	6.1e-51	CL0192	AGRE4_HUMAN	ADGRE4P	457
Q86SQ4	41	146	41	146	PF00431	CUB	Domain	1	110	110	91.3	2.1e-22	CL0164	GP126_HUMAN	GPR126	1221
Q86SQ4	159	341	157	348	PF00354	Pentaxin	Domain	4	184	194	38.9	3.2e-06	CL0004	GP126_HUMAN	GPR126	1221
Q86SQ4	801	846	801	846	PF01825	GPS	Motif	1	34	34	42.7	3e-07	No_clan	GP126_HUMAN	GPR126	1221
Q86SQ4	863	1110	861	1110	PF00002	7tm_2	Family	3	241	241	166.8	2.2e-45	CL0192	GP126_HUMAN	GPR126	1221
Q86SQ6	22	301	16	302	PF00002	7tm_2	Family	9	240	241	52.1	2.5e-10	CL0192	AGRA1_HUMAN	ADGRA1	560
Q86SQ7	6	705	6	706	PF15964	CCCAP	Family	1	702	703	1249.1	0	No_clan	SDCG8_HUMAN	SDCCAG8	713
Q86SU0	167	214	167	214	PF05624	LSR	Domain	1	48	48	82	9.9e-20	No_clan	ILDR1_HUMAN	ILDR1	546
Q86SX6	54	119	54	119	PF00462	Glutaredoxin	Domain	1	60	60	67.2	4.7e-15	CL0172	GLRX5_HUMAN	GLRX5	157
Q86T24	22	113	22	118	PF00651	BTB	Domain	1	98	110	70.3	6.3e-16	CL0033	KAISO_HUMAN	ZBTB33	672
Q86T26	45	143	45	146	PF01390	SEA	Family	1	98	102	65.9	1.3e-14	No_clan	TM11B_HUMAN	TMPRSS11B	416
Q86T26	185	410	185	410	PF00089	Trypsin	Domain	1	220	220	226.4	1.6e-63	CL0124	TM11B_HUMAN	TMPRSS11B	416
Q86T29	7	45	6	46	PF01352	KRAB	Family	2	40	41	82.3	6.4e-20	No_clan	ZN605_HUMAN	ZNF605	641
Q86T29	197	219	197	219	PF00096	zf-C2H2	Domain	1	23	23	30.7	0.0012	CL0361	ZN605_HUMAN	ZNF605	641
Q86T29	255	275	253	275	PF00096	zf-C2H2	Domain	3	23	23	26.3	0.03	CL0361	ZN605_HUMAN	ZNF605	641
Q86T29	449	471	449	471	PF00096	zf-C2H2	Domain	1	23	23	29.4	0.003	CL0361	ZN605_HUMAN	ZNF605	641
Q86T29	477	499	476	502	PF13912	zf-C2H2_6	Domain	2	24	27	13.1	330	CL0361	ZN605_HUMAN	ZNF605	641
Q86T29	533	555	533	555	PF00096	zf-C2H2	Domain	1	23	23	24.6	0.11	CL0361	ZN605_HUMAN	ZNF605	641
Q86T29	589	611	589	611	PF00096	zf-C2H2	Domain	1	23	23	32.4	0.00033	CL0361	ZN605_HUMAN	ZNF605	641
Q86T75	184	242	181	242	PF06758	DUF1220	Domain	4	65	65	65.8	1.4e-14	No_clan	NBPFB_HUMAN	NBPF11	865
Q86T75	453	511	452	512	PF06758	DUF1220	Domain	2	63	65	76	8.8e-18	No_clan	NBPFB_HUMAN	NBPF11	865
Q86T75	538	599	538	599	PF06758	DUF1220	Domain	1	65	65	81.7	1.5e-19	No_clan	NBPFB_HUMAN	NBPF11	865
Q86T75	610	674	610	674	PF06758	DUF1220	Domain	1	65	65	96.1	4.9e-24	No_clan	NBPFB_HUMAN	NBPF11	865
Q86T75	685	749	685	749	PF06758	DUF1220	Domain	1	65	65	96.5	3.6e-24	No_clan	NBPFB_HUMAN	NBPF11	865
Q86T75	760	819	760	823	PF06758	DUF1220	Domain	1	61	65	58.6	2.5e-12	No_clan	NBPFB_HUMAN	NBPF11	865
Q86T82	1	105	1	105	PF16674	UCH_N	Domain	1	105	105	152	1.9e-41	No_clan	UBP37_HUMAN	USP37	979
Q86T82	341	948	340	948	PF00443	UCH	Family	2	264	264	229.9	1.4e-64	CL0125	UBP37_HUMAN	USP37	979
Q86T82	704	718	704	720	PF02809	UIM	Motif	1	15	17	5.2	1e+05	No_clan	UBP37_HUMAN	USP37	979
Q86T82	807	822	806	822	PF02809	UIM	Motif	2	17	17	13.1	310	No_clan	UBP37_HUMAN	USP37	979
Q86T82	829	843	828	844	PF02809	UIM	Motif	2	16	17	20.7	1.2	No_clan	UBP37_HUMAN	USP37	979
Q86T96	430	480	428	480	PF13920	zf-C3HC4_3	Domain	3	50	50	30.5	0.0011	CL0229	RN180_HUMAN	RNF180	592
Q86TA1	34	207	33	207	PF03637	Mob1_phocein	Family	2	164	164	259.6	5.3e-74	No_clan	MOB3B_HUMAN	MOB3B	216
Q86TB3	15	104	12	104	PF07679	I-set	Domain	4	90	90	47.2	7.5e-09	CL0011	ALPK2_HUMAN	ALPK2	2170
Q86TB3	1803	1874	1791	1875	PF07679	I-set	Domain	17	89	90	31.8	0.00048	CL0011	ALPK2_HUMAN	ALPK2	2170
Q86TB3	1926	2125	1926	2125	PF02816	Alpha_kinase	Family	1	179	179	119.9	6.4e-31	No_clan	ALPK2_HUMAN	ALPK2	2170
Q86TB9	474	717	465	726	PF09770	PAT1	Family	495	758	847	59.1	1.2e-12	No_clan	PATL1_HUMAN	PATL1	770
Q86TC9	269	356	269	358	PF07679	I-set	Domain	1	88	90	72.7	8.8e-17	CL0011	MYPN_HUMAN	MYPN	1320
Q86TC9	435	532	435	532	PF07679	I-set	Domain	1	90	90	72.7	8.7e-17	CL0011	MYPN_HUMAN	MYPN	1320
Q86TC9	945	1036	945	1036	PF07679	I-set	Domain	1	90	90	66.2	9.1e-15	CL0011	MYPN_HUMAN	MYPN	1320
Q86TC9	1073	1163	1073	1163	PF07679	I-set	Domain	1	90	90	73.5	4.7e-17	CL0011	MYPN_HUMAN	MYPN	1320
Q86TC9	1172	1263	1172	1263	PF07679	I-set	Domain	1	90	90	59	1.7e-12	CL0011	MYPN_HUMAN	MYPN	1320
Q86TG7	76	158	61	164	PF16297	DUF4939	Family	22	104	112	56.3	1.1e-11	CL0523	PEG10_HUMAN	PEG10	708
Q86TI4	8	43	5	43	PF00400	WD40	Repeat	4	37	37	23.8	0.26	CL0186	WDR86_HUMAN	WDR86	376
Q86TI4	47	83	47	83	PF00400	WD40	Repeat	1	37	37	13.8	380	CL0186	WDR86_HUMAN	WDR86	376
Q86TI4	87	123	87	123	PF00400	WD40	Repeat	1	37	37	22.4	0.68	CL0186	WDR86_HUMAN	WDR86	376
